SYMBOL	ENSEMBL
CD19	ENSG00000177455
ERICH5	ENSG00000177459
OR2T8	ENSG00000177462
NR2C2	ENSG00000177463
ACOT4	ENSG00000177465
OLIG3	ENSG00000177468
CAVIN1	ENSG00000177469
OR2G3	ENSG00000177476
ARIH2	ENSG00000177479
RBM44	ENSG00000177483
ZBTB33	ENSG00000177485
OR2G2	ENSG00000177489
ZBED2	ENSG00000177494
IRX3	ENSG00000177508
ST8SIA3	ENSG00000177511
OR2B11	ENSG00000177535
SLC25A22	ENSG00000177542
RABEP2	ENSG00000177548
NHLH2	ENSG00000177551
ATOX1	ENSG00000177556
FAM187B	ENSG00000177558
TBL1XR1	ENSG00000177565
SAMD12	ENSG00000177570
CD163	ENSG00000177575
NA	ENSG00000177586
NA	ENSG00000177590
PIDD1	ENSG00000177595
LOC100288208	ENSG00000177596
ZNF491	ENSG00000177599
RPLP2	ENSG00000177600
HASPIN	ENSG00000177602
JUN	ENSG00000177606
CSTF2T	ENSG00000177613
PGBD5	ENSG00000177614
C12orf54	ENSG00000177627
GBA	ENSG00000177628
CASC2	ENSG00000177640
ACAD9	ENSG00000177646
IL17RA	ENSG00000177663
PNPLA2	ENSG00000177666
MBOAT4	ENSG00000177669
TEX44	ENSG00000177673
AGTRAP	ENSG00000177674
CD163L1	ENSG00000177675
SRRM3	ENSG00000177679
DEFB114	ENSG00000177684
CRACR2B	ENSG00000177685
MAGEB10	ENSG00000177689
DNAJC28	ENSG00000177692
NAALADL2	ENSG00000177694
CD151	ENSG00000177697
LOC100129540	ENSG00000177699
POLR2L	ENSG00000177700
FAM20C	ENSG00000177706
NECTIN3	ENSG00000177707
SLC35G5	ENSG00000177710
TMEM94	ENSG00000177728
FLII	ENSG00000177731
SOX12	ENSG00000177732
HNRNPA0	ENSG00000177733
LOC648987	ENSG00000177738
YIPF7	ENSG00000177752
NA	ENSG00000177776
MYOZ1	ENSG00000177791
NA	ENSG00000177800
NA	ENSG00000177803
KCNJ10	ENSG00000177807
TENM3-AS1	ENSG00000177822
CHID1	ENSG00000177830
PCDHB9	ENSG00000177839
ZNF620	ENSG00000177842
ZNF518A	ENSG00000177853
TMEM187	ENSG00000177854
SVBP	ENSG00000177868
ZNF619	ENSG00000177873
CCDC184	ENSG00000177875
AP3S1	ENSG00000177879
GRB2	ENSG00000177885
ZBTB41	ENSG00000177888
UBE2N	ENSG00000177889
ARL6IP6	ENSG00000177917
ZNF354C	ENSG00000177932
CAPZA3	ENSG00000177938
MAMDC4	ENSG00000177943
CENPBD1	ENSG00000177946
ODF3	ENSG00000177947
BET1L	ENSG00000177951
RIC8A	ENSG00000177963
IMP3	ENSG00000177971
ASB8	ENSG00000177981
LCN15	ENSG00000177984
ODF3B	ENSG00000177989
DPY19L2	ENSG00000177990
SPATA31E1	ENSG00000177992
ZNRF3-AS1	ENSG00000177993
C2orf73	ENSG00000177994
GPR150	ENSG00000178015
TSPYL6	ENSG00000178021
LRRC75B	ENSG00000178026
DMAP1	ENSG00000178028
ADAMTSL1	ENSG00000178031
CALHM5	ENSG00000178033
IMPDH2	ENSG00000178035
ALS2CL	ENSG00000178038
MLF1	ENSG00000178053
PRSS42	ENSG00000178055
NDUFAF3	ENSG00000178057
C2orf69	ENSG00000178074
GRAMD1C	ENSG00000178075
STAP2	ENSG00000178078
HTR3C	ENSG00000178084
TSSK6	ENSG00000178093
BOLA1	ENSG00000178096
PDE4DIP	ENSG00000178104
LOC653513	ENSG00000178104
DDX10	ENSG00000178105
NA	ENSG00000178107
PPP1R42	ENSG00000178125
FAM27E5	ENSG00000178130
DALRD3	ENSG00000178149
ZNF114	ENSG00000178150
ZNF518B	ENSG00000178163
AMER3	ENSG00000178171
SPINK6	ENSG00000178172
ZNF366	ENSG00000178175
LCORL	ENSG00000178177
PARD6G	ENSG00000178184
ZNF454	ENSG00000178187
SH2B1	ENSG00000178188
ZC3H12D	ENSG00000178199
KDELC2	ENSG00000178202
PLEC	ENSG00000178209
SH2D4B	ENSG00000178217
RNF212	ENSG00000178222
PRSS36	ENSG00000178226
ZNF543	ENSG00000178229
TMEM151B	ENSG00000178233
GALNT11	ENSG00000178234
SLITRK1	ENSG00000178235
C9orf62	ENSG00000178243
FAM230I	ENSG00000178248
WDR6	ENSG00000178252
PRM3	ENSG00000178257
TNP2	ENSG00000178279
GEN1	ENSG00000178295
TMPRSS9	ENSG00000178297
AQP11	ENSG00000178301
TMEM11	ENSG00000178307
ZNF354B	ENSG00000178338
KCNG2	ENSG00000178342
SHISA3	ENSG00000178343
OR2D3	ENSG00000178358
CALML3	ENSG00000178363
CALML5	ENSG00000178372
ZFAND2A	ENSG00000178381
PLEKHM3	ENSG00000178385
CCDC185	ENSG00000178395
FAM220A	ENSG00000178397
DNAJC22	ENSG00000178401
NEUROG2	ENSG00000178403
BEND3	ENSG00000178409
LOC284241	ENSG00000178412
NT5DC1	ENSG00000178425
NA	ENSG00000178429
GLDC	ENSG00000178445
COX14	ENSG00000178449
LINC00314	ENSG00000178457
MCMDC2	ENSG00000178460
TUBAL3	ENSG00000178462
NA	ENSG00000178464
P4HTM	ENSG00000178467
UCN3	ENSG00000178473
DTX3	ENSG00000178498
KLHL11	ENSG00000178502
NA	ENSG00000178503
AMBN	ENSG00000178522
CTXN1	ENSG00000178531
SLC25A20	ENSG00000178537
CA8	ENSG00000178538
NA	ENSG00000178556
CD28	ENSG00000178562
EPM2AIP1	ENSG00000178567
ERBB4	ENSG00000178568
MAF	ENSG00000178573
CTNNBIP1	ENSG00000178585
OR6B3	ENSG00000178586
DEFB125	ENSG00000178591
PSAPL1	ENSG00000178597
OTOS	ENSG00000178602
GTPBP6	ENSG00000178605
ERN1	ENSG00000178607
GPR35	ENSG00000178623
LOC101929762	ENSG00000178636
C10orf53	ENSG00000178645
NA	ENSG00000178654
NA	ENSG00000178660
CSRNP3	ENSG00000178662
PARP10	ENSG00000178685
DYNAP	ENSG00000178690
SUZ12	ENSG00000178691
NSUN3	ENSG00000178694
KCTD12	ENSG00000178695
DHFR2	ENSG00000178700
NA	ENSG00000178715
RPP25	ENSG00000178718
GRINA	ENSG00000178719
C5orf64	ENSG00000178722
NA	ENSG00000178723
THBD	ENSG00000178726
GP5	ENSG00000178732
LMO7DN	ENSG00000178734
COX5A	ENSG00000178741
STX19	ENSG00000178750
ERFE	ENSG00000178752
FAM219B	ENSG00000178761
NA	ENSG00000178762
ZHX2	ENSG00000178764
CPN2	ENSG00000178772
CPNE7	ENSG00000178773
C5orf46	ENSG00000178776
CD300LB	ENSG00000178789
GDPD4	ENSG00000178795
RIIAD1	ENSG00000178796
MPI	ENSG00000178802
ADORA2A-AS1	ENSG00000178803
H1FOO	ENSG00000178804
OPLAH	ENSG00000178814
TMEM52	ENSG00000178821
TMEM139	ENSG00000178826
RNF186	ENSG00000178828
EFCAB13	ENSG00000178852
MSC	ENSG00000178860
APOLD1	ENSG00000178878
RFLNA	ENSG00000178882
ZNF664-RFLNA	ENSG00000178882
EXOSC4	ENSG00000178896
DPY19L3	ENSG00000178904
TAF7	ENSG00000178913
ZNF852	ENSG00000178917
FOXE1	ENSG00000178919
PFAS	ENSG00000178921
HYI	ENSG00000178922
CYBC1	ENSG00000178927
TPRX1	ENSG00000178928
ZNF552	ENSG00000178935
SMIM10L2A	ENSG00000178947
GAK	ENSG00000178950
ZBTB7A	ENSG00000178951
TUFM	ENSG00000178952
ERICH3	ENSG00000178965
RMI1	ENSG00000178966
CTC1	ENSG00000178971
FBXO34	ENSG00000178974
LINC00324	ENSG00000178977
SELENOW	ENSG00000178980
EIF3K	ENSG00000178982
MRFAP1L1	ENSG00000178988
SNX18	ENSG00000178996
EXD1	ENSG00000178997
AURKB	ENSG00000178999
TAS1R2	ENSG00000179002
C14orf39	ENSG00000179008
MRFAP1	ENSG00000179010
C3orf38	ENSG00000179021
KLHDC7A	ENSG00000179023
TMEM107	ENSG00000179029
NA	ENSG00000179038
RRS1	ENSG00000179041
EXOC3L1	ENSG00000179044
TRIML2	ENSG00000179046
RCC2	ENSG00000179051
OR13D1	ENSG00000179055
IGSF22	ENSG00000179057
C9orf50	ENSG00000179058
ZFP42	ENSG00000179059
NA	ENSG00000179066
CCDC89	ENSG00000179071
TAAR3P	ENSG00000179073
NA	ENSG00000179082
FAM133A	ENSG00000179083
DPM3	ENSG00000179085
C12orf42	ENSG00000179088
CYC1	ENSG00000179091
PER1	ENSG00000179094
HTR1F	ENSG00000179097
TMTC2	ENSG00000179104
HES7	ENSG00000179111
FARSA	ENSG00000179115
SPTY2D1	ENSG00000179119
NA	ENSG00000179131
C10orf67	ENSG00000179133
SAMD4B	ENSG00000179134
LINC00670	ENSG00000179136
NA	ENSG00000179141
CYP11B2	ENSG00000179142
GIMAP7	ENSG00000179144
ALOXE3	ENSG00000179148
EDC3	ENSG00000179151
TCAIM	ENSG00000179152
FUCA1	ENSG00000179163
PXT1	ENSG00000179165
GGN	ENSG00000179168
NA	ENSG00000179170
HNRNPCL1	ENSG00000179172
TMEM125	ENSG00000179178
ZNF664	ENSG00000179195
SIGLECL1	ENSG00000179213
CALR	ENSG00000179218
MAGED1	ENSG00000179222
GVQW3	ENSG00000179240
LDLRAD3	ENSG00000179241
CDH4	ENSG00000179242
LOC100128310	ENSG00000179253
SMCO3	ENSG00000179256
RAD23A	ENSG00000179262
PCARE	ENSG00000179270
GADD45GIP1	ENSG00000179271
NA	ENSG00000179277
DAND5	ENSG00000179284
TMEM151A	ENSG00000179292
PTPN11	ENSG00000179295
NSUN7	ENSG00000179299
RTL3	ENSG00000179300
WSCD1	ENSG00000179314
RAB39A	ENSG00000179331
CLK3	ENSG00000179335
NA	ENSG00000179342
HLA-DQB1	ENSG00000179344
GATA2	ENSG00000179348
ARID3B	ENSG00000179361
HMGN2P46	ENSG00000179362
TMEM31	ENSG00000179363
PACS2	ENSG00000179364
ELMOD2	ENSG00000179387
EGR3	ENSG00000179388
CATSPERE	ENSG00000179397
GPC5	ENSG00000179399
VWA1	ENSG00000179403
LINC00174	ENSG00000179406
DNAJB8	ENSG00000179407
GEMIN4	ENSG00000179409
OR6W1P	ENSG00000179420
LOC541472	ENSG00000179428
FJX1	ENSG00000179431
NA	ENSG00000179443
LOC100130264	ENSG00000179447
LINC01699	ENSG00000179452
KLHL28	ENSG00000179454
MKRN3	ENSG00000179455
ZBTB18	ENSG00000179456
OR9A2	ENSG00000179468
C14orf28	ENSG00000179476
ALOX12B	ENSG00000179477
SLC17A8	ENSG00000179520
EIF3J-DT	ENSG00000179523
SHARPIN	ENSG00000179526
LBX2	ENSG00000179528
DNHD1	ENSG00000179532
SLITRK4	ENSG00000179542
HTR1D	ENSG00000179546
GCC1	ENSG00000179562
LSMEM2	ENSG00000179564
RNF151	ENSG00000179580
CIITA	ENSG00000179583
ZFPM1	ENSG00000179588
ALOX15B	ENSG00000179593
PLD6	ENSG00000179598
GPHB5	ENSG00000179600
GRM8	ENSG00000179603
CDC42EP4	ENSG00000179604
OR2AP1	ENSG00000179615
OR6C4	ENSG00000179626
ZBTB42	ENSG00000179627
LACC1	ENSG00000179630
MAF1	ENSG00000179632
TPPP2	ENSG00000179636
FCER1A	ENSG00000179639
RPRML	ENSG00000179673
ARL14	ENSG00000179674
LINC00305	ENSG00000179676
OR6C2	ENSG00000179695
WDR97	ENSG00000179698
NLRP8	ENSG00000179709
PCED1B	ENSG00000179715
FLJ37453	ENSG00000179743
SYCN	ENSG00000179751
PIPOX	ENSG00000179761
ATP8B5P	ENSG00000179766
FOXS1	ENSG00000179772
ATOH7	ENSG00000179774
CDH5	ENSG00000179776
LRRC3B	ENSG00000179796
NA	ENSG00000179799
FAM216B	ENSG00000179813
MRGPRX4	ENSG00000179817
MYADM	ENSG00000179820
MRGPRX3	ENSG00000179826
MROH1	ENSG00000179832
SERTAD2	ENSG00000179833
PIK3CD-AS1	ENSG00000179840
AKAP5	ENSG00000179841
NKPD1	ENSG00000179846
GIPC3	ENSG00000179855
RNF227	ENSG00000179859
CITED4	ENSG00000179862
ABCA13	ENSG00000179869
NLRP11	ENSG00000179873
TIGD5	ENSG00000179886
PDXDC1	ENSG00000179889
LOC102724985	ENSG00000179889
C1orf194	ENSG00000179902
ZNF154	ENSG00000179909
R3HDM2	ENSG00000179912
B3GNT3	ENSG00000179913
ITLN1	ENSG00000179914
NRXN1	ENSG00000179915
SEPHS2	ENSG00000179918
OR10A7	ENSG00000179919
GPBAR1	ENSG00000179921
ZNF784	ENSG00000179922
ZNF648	ENSG00000179930
C14orf119	ENSG00000179933
CCR8	ENSG00000179934
LINC00652	ENSG00000179935
BBS10	ENSG00000179941
FIZ1	ENSG00000179943
PUF60	ENSG00000179950
SSC5D	ENSG00000179954
DCTPP1	ENSG00000179958
ZNF771	ENSG00000179965
NA	ENSG00000179979
TSHZ1	ENSG00000179981
PSTK	ENSG00000179988
SPDYE7P	ENSG00000179994
NA	ENSG00000179997
SOCS4	ENSG00000180008
ZADH2	ENSG00000180011
OR1E1	ENSG00000180016
ZNF48	ENSG00000180035
NA	ENSG00000180042
FAM71E2	ENSG00000180043
C3orf80	ENSG00000180044
NKX2-6	ENSG00000180053
TMEM150B	ENSG00000180061
C10orf91	ENSG00000180066
ANKRD18A	ENSG00000180071
WFDC11	ENSG00000180083
TMEM86B	ENSG00000180089
SEPT1	ENSG00000180096
TRNAU1AP	ENSG00000180098
EXOC3	ENSG00000180104
NA	ENSG00000180105
TDRD6	ENSG00000180113
C12orf40	ENSG00000180116
CSNK1A1L	ENSG00000180138
NA	ENSG00000180150
NA	ENSG00000180152
NA	ENSG00000180172
TH	ENSG00000180176
FAR2P1	ENSG00000180178
MED14	ENSG00000180182
FAHD1	ENSG00000180185
NA	ENSG00000180189
TDRP	ENSG00000180190
RCC1	ENSG00000180198
WFDC9	ENSG00000180205
MYLPF	ENSG00000180209
F2	ENSG00000180210
FAM71C	ENSG00000180219
PRKRA	ENSG00000180228
ZNRF2	ENSG00000180233
RRH	ENSG00000180245
SLC9A4	ENSG00000180251
PRNT	ENSG00000180259
FGD6	ENSG00000180263
ADGRD2	ENSG00000180264
GPR139	ENSG00000180269
LINC01869	ENSG00000180279
NA	ENSG00000180284
PLD5	ENSG00000180287
OAZ2	ENSG00000180304
WFDC10A	ENSG00000180305
PNPLA1	ENSG00000180316
ALX1	ENSG00000180318
CCDC43	ENSG00000180329
KCTD4	ENSG00000180332
MEIOC	ENSG00000180336
FZD2	ENSG00000180340
TIGD2	ENSG00000180346
ITPRID1	ENSG00000180347
HCLS1	ENSG00000180353
MTURN	ENSG00000180354
ZNF609	ENSG00000180357
PAK2	ENSG00000180370
CCDC66	ENSG00000180376
DEFB124	ENSG00000180383
NA	ENSG00000180385
NA	ENSG00000180389
MCFD2	ENSG00000180398
NA	ENSG00000180409
LINC00304	ENSG00000180422
HARBI1	ENSG00000180423
DEFB123	ENSG00000180424
C11orf71	ENSG00000180425
CYP8B1	ENSG00000180432
OR6K6	ENSG00000180433
NA	ENSG00000180437
TPRXL	ENSG00000180438
SERTM1	ENSG00000180440
GAS1	ENSG00000180447
ARHGAP45	ENSG00000180448
NA	ENSG00000180458
OR10Q1	ENSG00000180475
ZNF571	ENSG00000180479
GLIPR1L2	ENSG00000180481
DEFB119	ENSG00000180483
MIGA1	ENSG00000180488
KCNE1	ENSG00000180509
KCNE1B	ENSG00000180509
PRR26	ENSG00000180525
ZSCAN4	ENSG00000180532
BHLHA15	ENSG00000180535
RNF182	ENSG00000180537
C9orf139	ENSG00000180539
TSPYL5	ENSG00000180543
FUT7	ENSG00000180549
HIST1H2AC	ENSG00000180573
EIF2S3B	ENSG00000180574
NA	ENSG00000180581
SKIDA1	ENSG00000180592
HIST1H2BC	ENSG00000180596
NA	ENSG00000180610
MB21D2	ENSG00000180611
ZNF594	ENSG00000180626
PCGF5	ENSG00000180628
SLC47A2	ENSG00000180638
PRF1	ENSG00000180644
MAB21L1	ENSG00000180660
NA	ENSG00000180663
YOD1	ENSG00000180667
NA	ENSG00000180673
TMEM64	ENSG00000180694
C3orf22	ENSG00000180697
OR10K2	ENSG00000180708
LINC02363	ENSG00000180712
NA	ENSG00000180714
CHRM4	ENSG00000180720
NA	ENSG00000180723
SHISA2	ENSG00000180730
S1PR5	ENSG00000180739
CLRN3	ENSG00000180745
GPR157	ENSG00000180758
PIPSL	ENSG00000180764
CHST13	ENSG00000180767
WDFY3-AS2	ENSG00000180769
NA	ENSG00000180770
AGTR2	ENSG00000180772
SLC36A4	ENSG00000180773
ZDHHC20	ENSG00000180776
ANKRD30B	ENSG00000180777
OR51E1	ENSG00000180785
ZFP3	ENSG00000180787
ARSJ	ENSG00000180801
NA	ENSG00000180803
MAP3K15	ENSG00000180815
PPA1	ENSG00000180817
HOXC10	ENSG00000180818
PSMG4	ENSG00000180822
BHLHE22	ENSG00000180828
CSNK1G2-AS1	ENSG00000180846
LINC01559	ENSG00000180861
LINC01555	ENSG00000180869
CXCR2	ENSG00000180871
DEFB112	ENSG00000180872
GREM2	ENSG00000180875
C11orf42	ENSG00000180878
SSR4	ENSG00000180879
CAPS2	ENSG00000180881
ZNF792	ENSG00000180884
CUEDC1	ENSG00000180891
SCRIB	ENSG00000180900
KCTD2	ENSG00000180901
D2HGDH	ENSG00000180902
TTTY11	ENSG00000180910
NA	ENSG00000180913
OXTR	ENSG00000180914
CMTR2	ENSG00000180917
OR56B4	ENSG00000180919
FAM83H	ENSG00000180921
NA	ENSG00000180926
GPR62	ENSG00000180929
OR56A1	ENSG00000180934
ZNF572	ENSG00000180938
PITPNB	ENSG00000180957
TCEAL8	ENSG00000180964
OR52E4	ENSG00000180974
LRRC57	ENSG00000180979
OR52N2	ENSG00000180988
MRPL14	ENSG00000180992
GPR137C	ENSG00000180998
C1orf105	ENSG00000180999
BBS12	ENSG00000181004
ZFP82	ENSG00000181007
C17orf47	ENSG00000181013
LSMEM1	ENSG00000181016
NA	ENSG00000181017
NQO1	ENSG00000181019
OR56B1	ENSG00000181023
AEN	ENSG00000181026
FKRP	ENSG00000181027
RPH3AL	ENSG00000181031
SLC25A42	ENSG00000181035
FCRL6	ENSG00000181036
METTL23	ENSG00000181038
SLC26A11	ENSG00000181045
CHRM2	ENSG00000181072
OR52N4	ENSG00000181074
MAPK15	ENSG00000181085
EHMT1	ENSG00000181090
ADIPOQ	ENSG00000181092
NA	ENSG00000181101
F2R	ENSG00000181104
LOC107985579	ENSG00000181123
HLA-V	ENSG00000181126
ZNF707	ENSG00000181135
LOC101928160	ENSG00000181135
MUC16	ENSG00000181143
NPM1	ENSG00000181163
FER1L6-AS1	ENSG00000181171
PJA1	ENSG00000181191
DHTKD1	ENSG00000181192
PENK	ENSG00000181195
NA	ENSG00000181201
OR8G2P	ENSG00000181214
C4orf50	ENSG00000181215
HIST3H2A	ENSG00000181218
ZNF746	ENSG00000181220
POLR2A	ENSG00000181222
NA	ENSG00000181227
TMEM132C	ENSG00000181234
SLC25A41	ENSG00000181240
NA	ENSG00000181260
TMEM136	ENSG00000181264
OR5AK2	ENSG00000181273
FRAT2	ENSG00000181274
NA	ENSG00000181282
TMEM132E	ENSG00000181291
NA	ENSG00000181296
NME9	ENSG00000181322
NA	ENSG00000181325
HEPHL1	ENSG00000181333
LRRC75A	ENSG00000181350
NA	ENSG00000181355
CTAGE10P	ENSG00000181358
NA	ENSG00000181359
OR5M8	ENSG00000181371
CCL13	ENSG00000181374
CFAP65	ENSG00000181378
DDX60L	ENSG00000181381
SYNE4	ENSG00000181392
OGFOD3	ENSG00000181396
UTS2R	ENSG00000181408
AATK	ENSG00000181409
DDN	ENSG00000181418
SAGE1	ENSG00000181433
ZNF467	ENSG00000181444
ZNF678	ENSG00000181450
TMEM45A	ENSG00000181458
RAP2B	ENSG00000181467
ZBTB2	ENSG00000181472
RNF135	ENSG00000181481
OR6T1	ENSG00000181499
ACBD4	ENSG00000181513
NA	ENSG00000181514
OR8D4	ENSG00000181518
SGSH	ENSG00000181523
MAB21L2	ENSG00000181541
FANCB	ENSG00000181544
EDDM3B	ENSG00000181552
SETD2	ENSG00000181555
EDDM3A	ENSG00000181562
C6orf223	ENSG00000181577
TMIE	ENSG00000181585
MEX3D	ENSG00000181588
OR52D1	ENSG00000181609
MRPS23	ENSG00000181610
FDCSP	ENSG00000181617
GPR135	ENSG00000181619
ANKRD62	ENSG00000181626
P2RY13	ENSG00000181631
TNFSF15	ENSG00000181634
PHLDA2	ENSG00000181649
ATG9B	ENSG00000181652
GPR88	ENSG00000181656
HKR1	ENSG00000181666
PLAG1	ENSG00000181690
OR8H1	ENSG00000181693
OR5T1	ENSG00000181698
YIPF6	ENSG00000181704
OR5T2	ENSG00000181718
ZBTB20	ENSG00000181722
OR2Z1	ENSG00000181733
NA	ENSG00000181741
DIPK2A	ENSG00000181744
C5orf30	ENSG00000181751
OR8K5	ENSG00000181752
AMIGO1	ENSG00000181754
OR8H3	ENSG00000181761
OR8H2	ENSG00000181767
GPR3	ENSG00000181773
TMEM252	ENSG00000181778
NA	ENSG00000181780
ODF3L2	ENSG00000181781
OR5AS1	ENSG00000181785
ACTL9	ENSG00000181786
SIAH2	ENSG00000181788
COPG1	ENSG00000181789
ADGRB1	ENSG00000181790
LINC00471	ENSG00000181798
CELF2-AS1	ENSG00000181800
OR6S1	ENSG00000181803
SLC9A9	ENSG00000181804
LSM10	ENSG00000181817
RELL1	ENSG00000181826
RFX7	ENSG00000181827
SLC35C1	ENSG00000181830
NA	ENSG00000181837
TIGIT	ENSG00000181847
RNF41	ENSG00000181852
SLC2A4	ENSG00000181856
FTMT	ENSG00000181867
IBA57	ENSG00000181873
CLDN7	ENSG00000181885
ZNF329	ENSG00000181894
ZNF101	ENSG00000181896
OR4C6	ENSG00000181903
C5orf24	ENSG00000181904
LOC100996455	ENSG00000181908
ADO	ENSG00000181915
COA4	ENSG00000181924
OR4P4	ENSG00000181927
PRKAG1	ENSG00000181929
GINS3	ENSG00000181938
OR4C15	ENSG00000181939
NA	ENSG00000181943
NA	ENSG00000181950
OR4A15	ENSG00000181958
OR4A16	ENSG00000181961
OR52K2	ENSG00000181963
NEUROG1	ENSG00000181965
CCDC149	ENSG00000181982
MRPS11	ENSG00000181991
LINC00301	ENSG00000181995
NA	ENSG00000182000
SNRPE	ENSG00000182004
RTKN2	ENSG00000182010
PNMA8A	ENSG00000182013
CHST15	ENSG00000182022
ADIG	ENSG00000182035
USH1G	ENSG00000182040
TRPC2	ENSG00000182048
MGAT4C	ENSG00000182050
IDH2	ENSG00000182054
OGFRP1	ENSG00000182057
OR52A1	ENSG00000182070
PTCHD3	ENSG00000182077
OR6B2	ENSG00000182083
TMEM259	ENSG00000182087
WRB	ENSG00000182093
TNRC18	ENSG00000182095
FAM181B	ENSG00000182103
TMEM30B	ENSG00000182107
DEXI	ENSG00000182108
NA	ENSG00000182109
ZNF716	ENSG00000182111
NOP10	ENSG00000182117
FAM89A	ENSG00000182118
KCNIP1	ENSG00000182132
TDRKH	ENSG00000182134
ZNF708	ENSG00000182141
IST1	ENSG00000182149
ERCC6L2	ENSG00000182150
MRPL41	ENSG00000182154
ENPP7	ENSG00000182156
CREB3L2	ENSG00000182158
P2RY8	ENSG00000182162
TP53TG1	ENSG00000182165
UNC5C	ENSG00000182168
MRGPRG	ENSG00000182170
TSEN54	ENSG00000182173
RGMA	ENSG00000182175
ASB18	ENSG00000182177
UBA7	ENSG00000182179
MRPS16	ENSG00000182180
SHISAL2A	ENSG00000182183
RAD51B	ENSG00000182185
CRYGB	ENSG00000182187
LDOC1	ENSG00000182195
EXT1	ENSG00000182197
SHMT2	ENSG00000182199
MOB2	ENSG00000182208
HHIPL1	ENSG00000182218
ATP6AP2	ENSG00000182220
ZAR1	ENSG00000182223
CYB5D1	ENSG00000182224
BACE2	ENSG00000182240
UBE2E2	ENSG00000182247
SYNM	ENSG00000182253
KCNA4	ENSG00000182255
GABRG3	ENSG00000182256
PRR34	ENSG00000182257
NLRP10	ENSG00000182261
FIGN	ENSG00000182263
IZUMO1	ENSG00000182264
TMIGD1	ENSG00000182271
B4GALNT4	ENSG00000182272
AP1S2	ENSG00000182287
C8orf33	ENSG00000182307
DCAF4L1	ENSG00000182308
SPACA6	ENSG00000182310
ZSCAN22	ENSG00000182318
KCNJ14	ENSG00000182324
FBXL6	ENSG00000182325
C1S	ENSG00000182326
GLTPD2	ENSG00000182327
KIAA2012	ENSG00000182329
LIPF	ENSG00000182333
DAOA	ENSG00000182346
NA	ENSG00000182347
ZNF804B	ENSG00000182348
NA	ENSG00000182351
C17orf77	ENSG00000182352
KBTBD3	ENSG00000182359
YBEY	ENSG00000182362
NA	ENSG00000182365
FAM87A	ENSG00000182366
LOC339059	ENSG00000182376
PLCXD1	ENSG00000182378
NXPH4	ENSG00000182379
CACNB4	ENSG00000182389
IFNL1	ENSG00000182393
DNM1P46	ENSG00000182397
TRAPPC6B	ENSG00000182400
PGBD4	ENSG00000182405
NPLOC4	ENSG00000182446
OTOL1	ENSG00000182447
TEX19	ENSG00000182459
TSHZ2	ENSG00000182463
CAPN12	ENSG00000182472
EXOC7	ENSG00000182473
NA	ENSG00000182477
KPNA2	ENSG00000182481
XKRX	ENSG00000182489
BGN	ENSG00000182492
CEP97	ENSG00000182504
LHFPL1	ENSG00000182508
FES	ENSG00000182511
GLRX5	ENSG00000182512
FAM104B	ENSG00000182518
TBPL2	ENSG00000182521
NA	ENSG00000182531
CAV3	ENSG00000182533
MXRA7	ENSG00000182534
LIMK2	ENSG00000182541
MFSD5	ENSG00000182544
RNASE10	ENSG00000182545
ADI1	ENSG00000182551
SPNS3	ENSG00000182557
NA	ENSG00000182565
CLEC4G	ENSG00000182566
NA	ENSG00000182574
NXPH3	ENSG00000182575
CSF1R	ENSG00000182578
EPHB3	ENSG00000182580
VCX	ENSG00000182583
ACTL10	ENSG00000182584
EPGN	ENSG00000182585
LINC00334	ENSG00000182586
KRTAP11-1	ENSG00000182591
SNORC	ENSG00000182600
HS3ST4	ENSG00000182601
TRAK1	ENSG00000182606
TSPAN10	ENSG00000182612
OR2V2	ENSG00000182613
PLCB1	ENSG00000182621
LOC105372522	ENSG00000182621
NA	ENSG00000182625
SKA2	ENSG00000182628
RXFP3	ENSG00000182631
CCNYL2	ENSG00000182632
OR10G7	ENSG00000182634
NDN	ENSG00000182636
CCDC172	ENSG00000182645
LINC01006	ENSG00000182648
NTM	ENSG00000182667
TTC3	ENSG00000182670
KCNB2	ENSG00000182674
PPP1R27	ENSG00000182676
BRICD5	ENSG00000182685
RESP18	ENSG00000182698
IGIP	ENSG00000182700
TSKU	ENSG00000182704
NA	ENSG00000182707
ANXA2	ENSG00000182718
NA	ENSG00000182722
RGS6	ENSG00000182732
SLC35D3	ENSG00000182747
PAQR7	ENSG00000182749
PAPPA	ENSG00000182752
MAFA	ENSG00000182759
GRID1	ENSG00000182771
RPS17	ENSG00000182774
HCAR2	ENSG00000182782
OR2T29	ENSG00000182783
CCDC87	ENSG00000182791
GSTA5	ENSG00000182793
C1orf116	ENSG00000182795
TMEM198B	ENSG00000182796
MAGEB17	ENSG00000182798
CRIP2	ENSG00000182809
DDX28	ENSG00000182810
FUNDC2P2	ENSG00000182814
KRTAP13-2	ENSG00000182816
ACBD3	ENSG00000182827
C16orf72	ENSG00000182831
PLCXD3	ENSG00000182836
RRP7BP	ENSG00000182841
VMO1	ENSG00000182853
OR4F15	ENSG00000182854
ALG12	ENSG00000182858
LCK	ENSG00000182866
GALNT9	ENSG00000182870
COL18A1	ENSG00000182871
RBM10	ENSG00000182872
PRKCZ-AS1	ENSG00000182873
ADGRG3	ENSG00000182885
NA	ENSG00000182888
GLUD2	ENSG00000182890
TMEM95	ENSG00000182896
TCHHL1	ENSG00000182898
RPL35A	ENSG00000182899
